,Lat,Long_,Deaths,Case_Fatality_Ratio,Temperature
3047,18.180117,-66.754367,0.0,0.0,25.62
3048,18.360255,-67.175131,0.0,0.0,28.44
3049,18.459681,-67.120815,0.0,0.0,26.69
3050,18.251619,-66.126806,0.0,0.0,26.44
3051,18.131361,-66.264131,0.0,0.0,24.59
3052,18.287985,-67.120611,0.0,0.0,28.76
3053,18.406631,-66.675077,0.0,0.0,27.7
3054,17.998457,-66.056546,0.0,0.0,26.46
3055,18.445533,-66.560531,0.0,0.0,29.78
3056,18.201592,-66.30963,0.0,0.0,24.59
3057,18.34946,-66.168435,0.0,0.0,28.92
3058,18.040993,-67.154391,0.0,0.0,29.67
3059,18.211615,-66.050779,0.0,0.0,27.59
3060,18.418578,-66.860206,0.0,0.0,26.51
3061,18.328802,-65.887612,0.0,0.0,27.82
3062,18.374986,-65.956831,0.0,0.0,28.71
3063,18.437269,-66.143306,0.0,0.0,29.31
3064,18.102851,-66.14914,0.0,0.0,24.17
3065,18.251818,-65.666416,0.0,0.0,27.93
3066,18.28885,-66.516475,0.0,0.0,26.93
3067,18.173559,-66.161179,0.0,0.0,25.16
3068,18.097597,-66.36014,0.0,0.0,28.31
3069,18.224687,-66.221622,0.0,0.0,27.39
3070,18.304264,-66.327738,0.0,0.0,27.6
3071,18.31586,-65.28813,0.0,0.0,27.47
3072,18.436115,-66.278669,0.0,0.0,29.7
3073,18.318373,-65.666866,0.0,0.0,28.59
3074,18.373715,-66.560488,0.0,0.0,28.6
3075,17.982429,-66.919643,0.0,0.0,30.34
3076,18.007516,-66.133908,0.0,0.0,25.21
3077,18.039942,-66.79186,0.0,0.0,28.21
3078,18.345114,-66.114523,0.0,0.0,28.58
3079,18.266461,-65.979705,0.0,0.0,28.05
3080,18.410928,-66.796326,0.0,0.0,26.99
3081,18.134532,-67.113972,0.0,0.0,29.89
3082,18.145211,-65.810174,0.0,0.0,27.87
3083,18.44981,-67.005093,0.0,0.0,26.94
3084,18.211446,-66.58878,0.0,0.0,25.64
3085,18.050764,-66.494581,0.0,0.0,28.29
3086,18.223793,-65.909109,0.0,0.0,27.72
3087,18.011661,-67.040585,0.0,0.0,30.32
3088,18.269035,-66.867236,0.0,0.0,26.61
3089,18.23679,-66.98362,0.0,0.0,27.46
3090,18.187527,-65.869468,0.0,0.0,27.31
3091,18.425688,-65.89943,0.0,0.0,28.85
3092,18.342114,-65.725097,0.0,0.0,28.5
3093,18.420473,-66.490461,0.0,0.0,28.99
3094,18.171795,-66.942126,0.0,0.0,26.79
3095,18.017889,-65.922235,0.0,0.0,26.54
3096,18.2013,-67.1452,0.0,0.0,29.24
3097,18.377805,-67.080952,0.0,0.0,28.02
3098,18.316963,-66.420383,0.0,0.0,27.52
3099,18.230637,-65.753897,0.0,0.0,27.58
3100,18.288019,-66.252703,0.0,0.0,26.51
3101,18.215046,-66.433604,0.0,0.0,23.73
3103,18.03174,-66.012242,0.0,0.0,26.34
3104,18.059645,-66.721572,0.0,0.0,28.33
3105,18.059498,-66.613748,0.0,0.0,26.67
3106,18.439692,-66.926113,0.0,0.0,27.11
3107,18.335443,-67.23174,0.0,0.0,28.35
3108,18.346329,-65.813742,0.0,0.0,28.09
3109,18.08282,-66.943758,0.0,0.0,29.57
3110,18.010387,-66.256592,0.0,0.0,28.65
3111,18.111484,-67.038581,0.0,0.0,29.69
3112,18.386933,-66.061128,0.0,0.0,28.74
3113,18.147987,-65.976392,0.0,0.0,26.53
3114,18.328646,-66.971214,0.0,0.0,27.67
3115,17.994525,-66.388913,0.0,0.0,29.92
3116,18.362406,-66.246616,0.0,0.0,29.66
3117,18.431446,-66.213553,0.0,0.0,29.68
3118,18.336159,-65.998884,0.0,0.0,28.18
3120,18.271214,-66.702984,0.0,0.0,28.55
3121,18.409346,-66.33725,0.0,0.0,29.55
3122,18.428262,-66.397924,0.0,0.0,28.94
3123,18.123276,-65.440971,0.0,0.0,27.35
3124,18.127951,-66.473115,0.0,0.0,27.55
3125,18.070399,-65.896289,0.0,0.0,27.55
3126,18.080374,-66.858814,0.0,0.0,28.53
3128,41.71018079,-71.28652315,190.0,1.106516802,3.56
3129,41.67106337,-71.57641596,,0.8879184862,2.62
3130,41.5642026,-71.26569799,103.0,0.4039057292,2.97
3131,41.87064746,-71.57753536,,0.9927215343,3.16
3133,41.45961631,-71.61435303,,0.6376783695,2.92
3134,34.22333378,-82.46170658,72.0,0.9436435125,9.21
3135,33.54338026,-81.63645384,,0.8872290395,8.58
3136,32.98837386,-81.35321066,24.0,1.008403361,8.86
3137,34.51828081,-82.63959517,,1.567739279,10.07
3138,33.21927586,-81.05659969,76.0,1.821668265,8.95
3139,33.26679302,-81.43584352,105.0,1.58061117,9.06
3140,32.39226291,-80.72619758,,0.7720609261,11.01
3141,33.20222596,-79.94654523,,0.7255701462,8.74
3142,33.66926881,-80.77722168,61.0,1.753881541,8.99
3143,32.82487866,-79.96512315,,0.7425431363,9.58
3144,35.05122251,-81.61828622,,1.829234287,8.37
3145,34.69249168,-81.1583216,161.0,1.314500327,7.48
3146,34.64137396,-80.1564014,,1.424225664,8.38
3147,33.66610974,-80.21647898,166.0,1.577796787,6.97
3148,32.87582989,-80.67641292,,2.048993716,8.14
3149,34.33358335,-79.96027485,,1.545182801,9.25
3150,34.39007791,-79.37741872,151.0,1.319353429,6.98
3151,33.0794369,-80.40502652,,0.792058914,9.15
3152,33.77221995,-81.96231108,73.0,0.8962553714,8.92
3153,34.39287073,-81.1195624,112.0,1.514536849,8.39
3154,34.02361754,-79.70189312,,1.374486601,8.68
3155,33.43443342,-79.33202141,,1.23656475,8.49
3156,34.89502264,-82.37295012,,1.0341144,8.18
3157,34.15272415,-82.12715789,,1.238924475,8.93
3158,32.77419582,-81.13845571,87.0,1.483123082,9.02
3159,33.9212828,-78.99555293,,1.057429971,8.05
3160,32.43171982,-81.02487495,97.0,1.379016207,10.54
3161,34.33988254,-80.58763164,,1.015889555,8.04
3162,34.68270843,-80.70513032,,0.9770922519,8.87
3163,34.48244419,-82.00490796,,1.389259952,9.42
3164,34.16393091,-80.25690731,98.0,1.969057665,8.69
3165,33.89665987,-81.27146426,,0.7753939434,8.86
3166,34.07859748,-79.36400756,170.0,1.636031181,7.19
3167,34.59905577,-79.67561152,114.0,1.184908014,8.67
3168,33.90161443,-82.30794338,41.0,1.52757079,9.33
3169,34.28629098,-81.59935761,,1.337165709,9.21
3170,34.75225169,-83.06742317,,1.303675592,9.66
3171,33.4391073,-80.79886287,,1.52027616,8.98
3172,34.88807695,-82.72791551,,1.244220577,8.53
3173,34.01791263,-80.90267209,,0.6453107207,8.75
3174,34.00795823,-81.72713237,84.0,1.882142057,9.28
3175,34.92960077,-81.99225984,,1.403339192,8.37
3176,33.91826534,-80.37942316,,1.226332654,8.41
3178,34.68835752,-81.61730349,159.0,1.66841553,8.16
3179,33.62190129,-79.72767442,151.0,1.498461844,7.01
3180,34.97281497,-81.18085944,,0.777863611,7.92
3181,43.71757685,-98.56050467,18.0,2.024746907,5.92
3182,44.41464384,-98.27858469,64.0,1.172375893,5.98
3183,43.19486375,-101.6665572,16.0,1.760176018,2.16
3184,42.98914167,-97.88592746,42.0,1.680672269,5.75
3185,44.36974375,-96.79079945,62.0,0.6716498754,2.56
3186,45.58994323,-98.35165355,132.0,1.118928541,5.9
3187,43.71756379,-99.08118954,27.0,1.628468034,6.99
3188,44.07657829,-99.20814467,18.0,2.65095729,4.79
3189,44.90608745,-103.5079318,48.0,1.511335013,1.58
3190,45.77074915,-100.0510181,7.0,2.302631579,3.63
3191,43.20660134,-98.58856175,37.0,1.070911722,5.58
3192,44.85834507,-97.72925109,12.0,1.287553648,2.23
3193,42.91296147,-96.97656917,26.0,0.6777893639,6.71
3194,44.97788119,-97.18827677,106.0,1.028327513,1.72
3195,45.70889983,-101.1970473,18.0,1.513877208,4.51
3196,43.67741105,-103.4534521,28.0,1.147070873,7.51
3197,43.67490933,-98.14458906,86.0,1.243133854,7.12
3198,45.367281,-97.60737498,40.0,2.749140893,0.08
3199,44.75994309,-96.66943645,12.0,1.021276596,1.47
3200,45.15639647,-100.8709139,46.0,1.367419738,4.17
3201,43.38520741,-98.36978007,16.0,2.007528231,6.1
3202,45.41846445,-99.21545423,17.0,1.633045149,3.88
3203,43.23929297,-103.5275691,44.0,1.835627868,3.74
3204,45.07082625,-99.14535601,17.0,2.507374631,4.85
3205,45.1723937,-96.77002276,51.0,2.146464646,2.91
3206,43.19419064,-99.18883902,34.0,2.826267664,6.44
3207,44.29299053,-101.539099,12.0,2.339181287,6.57
3208,44.67385954,-97.18829593,41.0,2.346880366,2.62
3209,44.54708407,-99.00386459,13.0,1.996927803,3.99
3210,43.6746384,-97.78715148,6.0,0.8219178082,7.21
3211,45.58015551,-103.4958629,3.0,1.376146789,1.19
3212,44.39091534,-99.99661148,62.0,1.251008878,5.75
3213,43.33449012,-97.75536441,39.0,1.973684211,6.72
3214,44.54747703,-99.48572582,8.0,2.312138728,3.72
3215,43.69318385,-101.6255063,21.0,2.900552486,7.28
3216,44.06637798,-98.62965972,20.0,4.22832981,2.8
3217,43.96278565,-100.6940008,2.0,1.047120419,6.04
3218,44.36956169,-97.4913945,25.0,1.641497045,3.67
3219,44.02193107,-97.12926365,28.0,1.079830312,3.98
3220,44.35919441,-103.7929428,88.0,1.150326797,2.2
3221,43.27841182,-96.7203905,110.0,0.6403539411,6.24
3222,43.89522709,-99.85201878,14.0,1.002147459,7.09
3223,45.75870838,-97.59855639,15.0,1.626898048,1.59
3224,43.6742571,-97.36863144,32.0,2.166553825,6.66
3225,45.76626028,-99.22118798,15.0,2.851711027,2.48
3226,44.56676791,-102.7162741,68.0,0.8277541083,4.51
3227,43.58078848,-100.7563186,8.0,1.257861635,5.83
3228,44.02197882,-97.60992207,15.0,2.819548872,6.73
3229,43.67441641,-96.7910885,,0.8675263775,5.66
3230,44.02266214,-96.67081159,29.0,1.74488568,2.49
3231,43.33749164,-102.5555498,62.0,1.29193582,6.81
3232,44.0025835,-102.8240777,,0.9703376459,9.25
3233,45.49049506,-102.4755586,19.0,2.402022756,1.44
3234,45.06583079,-99.95498503,9.0,1.158301158,3.19
3235,45.62975048,-96.94672673,56.0,2.010050251,3.85
3236,44.02351092,-98.0909816,8.0,1.203007519,5.54
3237,44.93837606,-98.34626602,36.0,2.144133413,5.51
3238,44.41381872,-100.7349153,9.0,1.25,4.38
3239,44.71571812,-100.1278092,3.0,1.140684411,5.17
3240,43.19338568,-100.7195503,53.0,1.411075612,2.64
3241,43.34459388,-99.8854891,29.0,1.74383644,7.99
3242,43.3109081,-97.14865776,64.0,2.946593002,6.41
3244,42.83112163,-96.6557828,55.0,1.276990945,6.47
3245,45.43019636,-100.0307514,28.0,1.886792453,3.15
3246,43.00924485,-97.39467635,60.0,0.8832621817,7.89
3247,44.97881876,-101.6654622,11.0,1.555869873,3.06
3248,36.12684348,-84.19965764,,1.417678413,6.4
3249,35.51123746,-86.45549096,,1.400703187,6.1
3250,36.07110411,-88.06849355,101.0,1.838034577,7.2
3251,35.59942968,-85.20611967,63.0,1.188230856,6.61
3252,35.68938198,-83.92847788,,1.06374033,5.43
3253,35.15739424,-84.857186,,1.171813558,6.75
3254,36.40355516,-84.1510856,183.0,1.195453358,6.0
3255,35.80990797,-86.05738983,75.0,1.474636256,5.86
3256,35.97366108,-88.45189331,169.0,1.51623901,6.59
3257,36.28969086,-82.12588974,,1.766852314,2.68
3258,36.26136216,-87.08903581,139.0,1.079947168,7.15
3259,35.42527478,-88.6095842,102.0,1.466531146,7.26
3260,36.48319149,-83.65947309,,1.901627354,8.54
3261,36.55151008,-85.53930419,57.0,2.18307162,6.98
3262,35.9278914,-83.11828725,,1.67531193,5.0
3263,35.49090731,-86.07311784,,1.416138073,4.48
3264,35.81830662,-89.14916269,89.0,1.419457735,6.1
3265,35.95271721,-84.99840585,,1.79718928,4.23
3266,36.17007426,-86.78646056,,0.7844720551,7.54
3267,35.97616272,-85.83689361,108.0,1.435025246,6.49
3268,35.60048904,-88.11043779,72.0,1.647220316,8.39
3269,36.14669837,-87.35891709,,1.342213115,7.22
3270,36.05931946,-89.41542855,,1.460910766,6.04
3271,35.19615831,-89.41399032,197.0,1.427122573,7.6
3272,36.38128818,-84.92870012,140.0,2.02890089,2.49
3273,35.15634626,-86.09201039,,1.304627249,4.01
3274,35.99438059,-88.93358327,,1.377514793,6.14
3275,35.20222469,-87.03992678,,1.844262295,6.89
3276,36.27469206,-83.51254721,118.0,1.458670989,5.95
3277,36.17470125,-82.84691273,,1.526689063,4.18
3278,35.38433717,-85.72142731,79.0,1.743544471,2.95
3279,36.21990035,-83.26586179,,1.61242666,4.85
3280,35.17670231,-85.16652245,,1.054358802,8.05
3281,36.52692871,-83.22375847,43.0,1.679031628,5.61
3282,35.20772017,-88.99161161,134.0,1.443498869,7.18
3283,35.19732531,-88.18593755,172.0,1.63280805,7.9
3284,36.44355426,-82.94885298,,1.721567685,4.71
3285,35.58332824,-89.28536625,108.0,1.400414938,6.79
3286,35.65581134,-88.38600175,182.0,1.691921539,8.51
3287,36.33160906,-88.30121797,175.0,1.752618856,6.17
3288,35.80609681,-87.47643507,121.0,1.462412376,8.49
3289,36.28872054,-87.71878828,64.0,2.105614973,6.22
3290,36.03958805,-87.77992872,84.0,1.417004049,6.86
3291,36.36380466,-85.67239905,66.0,1.729106628,8.13
3292,36.04818632,-83.45148924,,1.58780066,4.88
3293,36.4552395,-81.84886538,108.0,1.786012352,3.89
3294,35.99508821,-83.94635435,,1.005932088,6.09
3295,36.3418017,-89.48921915,46.0,1.496908558,5.48
3296,35.75893438,-89.6301591,115.0,1.246446534,6.93
3297,35.21675201,-87.39787695,,1.358061621,7.29
3298,35.52853208,-87.49022694,67.0,1.652281134,9.25
3299,35.13738622,-86.58910106,182.0,1.580786026,5.53
3300,35.73939663,-84.31145275,,1.215586146,6.28
3301,36.53157855,-86.00778595,158.0,1.5625,5.03
3302,35.61181957,-88.84076036,,1.251811833,7.49
3303,35.12997174,-85.62265895,138.0,1.285634433,7.16
3304,35.45798777,-86.76420988,132.0,1.066063641,7.95
3305,35.6187413,-87.07462444,,1.089591914,8.39
3306,35.42812616,-84.61520715,,1.449424342,6.86
3307,35.17468549,-88.5647812,141.0,1.514500537,8.07
3308,35.51558739,-84.81482914,62.0,1.520353114,7.21
3309,35.44550387,-84.24902965,,1.519087418,5.98
3310,36.49609412,-87.38550661,,1.014495106,6.15
3311,35.27724699,-86.36230578,41.0,1.540195342,4.21
3312,36.13248031,-84.64880098,95.0,1.25977987,6.08
3313,36.35732446,-89.14921589,,1.619276362,4.96
3315,36.34117832,-85.28989535,132.0,1.561945332,6.56
3316,35.63708728,-87.86139634,60.0,2.190580504,7.81
3317,36.55606529,-85.077633,39.0,1.843100189,6.84
3318,35.12245443,-84.52075859,89.0,1.608530634,5.47
3319,36.14005459,-85.50646123,,1.092708405,6.37
3320,35.60536161,-84.93076643,168.0,1.439347958,7.5
3321,35.84923189,-84.52458689,,1.3871241,6.48
3322,36.52454807,-86.87346725,,1.287875795,5.97
3323,35.84591405,-86.4107263,,0.8463427469,7.52
3324,36.42325673,-84.50360494,136.0,1.171605789,6.79
3325,35.36979721,-85.41022136,72.0,1.436552275,6.07
3326,35.78077323,-83.52244332,,1.240132131,4.41
3327,35.1864775,-89.89692423,,1.249660324,8.4
3328,36.25359775,-85.95411046,94.0,1.314685315,7.35
3329,36.50235092,-87.83920548,70.0,1.880709296,6.28
3330,36.51240691,-82.30412917,,1.368184955,3.97
3331,36.46824103,-86.45917204,,1.24362895,6.87
3332,35.501942,-89.73694895,,1.19562689,6.98
3333,36.39026213,-86.16087954,47.0,1.009883971,7.39
3335,36.10890856,-82.43709629,105.0,1.592839806,2.82
3336,36.28590426,-83.83651902,82.0,1.20216977,4.94
3337,35.69864497,-85.45221699,48.0,2.183803458,2.71
3338,35.6728299,-85.77969117,191.0,1.250245467,4.92
3339,36.29472368,-82.4945472,,1.116503843,3.74
3340,35.23868267,-87.78644456,81.0,1.207153502,6.99
3341,36.29896232,-88.71990865,178.0,1.568005638,5.49
3342,35.92929884,-85.45591799,143.0,1.470588235,5.94
3343,35.89099229,-86.89281867,,0.5884091459,7.73
3344,36.15496772,-86.29775884,,1.040735665,7.0
3345,31.81534745,-95.65354823,,2.330312558,10.66
3346,32.30468633,-102.6376548,73.0,1.482835669,3.95
3347,31.25457347,-94.60901487,,2.959390258,10.57
3348,28.10556197,-96.9995047,97.0,1.793307451,13.02
3349,33.61569967,-98.68754589,30.0,1.165501166,6.73
3350,34.96507426,-101.3574874,10.0,1.533742331,7.82
3351,28.89333001,-98.52730485,,1.534592817,9.99
3352,29.88548725,-96.27736949,83.0,1.20867919,9.21
3353,34.06854817,-102.8299707,39.0,2.271403611,7.63
3354,29.74619598,-99.24598147,80.0,1.897533207,7.23
3355,30.10370699,-97.31206354,,0.932933683,9.52
3356,33.61640794,-99.21352901,33.0,3.563714903,7.53
3357,28.41761668,-97.74215593,155.0,1.58535338,10.06
3358,31.03736027,-97.4785025,,1.118947998,10.18
3359,29.44928723,-98.52019748,,0.9368804571,10.73
3360,30.26640707,-98.3999852,35.0,1.112877583,8.74
3361,32.74363984,-101.4316509,2.0,1.652892562,6.48
3362,31.89978581,-97.63613524,75.0,1.564129301,8.51
3363,33.44626922,-94.41834132,,1.863971502,11.2
3364,29.18757369,-95.44563172,,0.8949932766,14.98
3365,30.6636448,-96.30205577,,0.6101889265,11.88
3366,29.81008251,-103.2520326,32.0,2.37388724,12.18
3367,34.53026962,-101.2084947,8.0,1.428571429,8.37
3368,27.03103197,-98.21808402,53.0,2.617283951,11.88
3369,31.77430356,-98.99907113,,1.586545009,7.96
3370,30.49273808,-96.62158484,68.0,1.147292053,10.63
3371,30.78801353,-98.181887,178.0,1.331139695,9.75
3372,29.83668859,-97.61814775,185.0,1.062668735,9.43
3373,28.47048236,-96.61633945,54.0,0.7846556234,13.32
3374,32.29760619,-99.37326312,76.0,2.211230724,5.87
3375,26.14524221,-97.48140372,,1.595448972,24.29
3376,32.97195142,-94.97790104,77.0,2.199371608,8.99
3377,35.40365929,-101.3542669,38.0,2.227432591,6.7
3378,33.07499881,-94.34646905,,2.295830954,11.99
3379,34.53016752,-102.2617243,48.0,1.771871539,8.2
3380,29.70972016,-94.67154501,73.0,0.588899645,12.23
3381,31.837258,-95.16559897,,2.706956248,9.06
3382,34.5293041,-100.2077916,34.0,1.145938659,7.47
3383,33.78686685,-98.20771198,41.0,1.675521046,6.2
3384,33.60425307,-102.8284499,25.0,2.463054187,7.32
3385,31.88911733,-100.5297533,20.0,1.912045889,3.99
3386,31.76736834,-99.45240766,74.0,3.62035225,6.54
3387,33.18820114,-96.57264368,,0.586871441,9.81
3388,34.96489496,-100.2700111,16.0,1.86697783,7.13
3389,29.622098,-96.5273805,68.0,1.558203483,8.51
3390,29.80811278,-98.27647225,,1.353965184,9.16
3391,31.94854689,-98.55876441,79.0,1.997471555,8.25
3392,31.32635934,-99.86473038,13.0,0.9715994021,5.34
3393,33.63979567,-97.21240912,141.0,1.668441605,9.59
3394,31.39078397,-97.79936155,,1.087112686,9.82
3395,34.07783319,-100.2785062,9.0,2.387267905,6.08
3396,31.43052248,-102.5143314,24.0,1.586252479,6.44
3397,30.72367027,-101.4134238,20.0,1.481481481,5.97
3398,33.61431553,-101.3000364,46.0,2.071139127,6.54
3399,31.44506775,-104.5185739,14.0,2.573529412,5.22
3400,36.27787176,-102.6020725,44.0,1.841774801,7.71
3401,32.76670599,-96.7779605,,1.031493648,9.13
3402,32.74255572,-101.9477242,100.0,2.904443799,5.61
3403,29.08101855,-97.3568117,108.0,1.501042391,9.32
3404,34.96522957,-102.6054267,117.0,2.057685543,7.75
3405,33.38570922,-95.66921122,27.0,1.328086572,7.28
3406,33.20521901,-97.11691153,,0.6503669502,9.1
3407,33.61616822,-100.7788855,16.0,3.15581854,6.81
3408,28.42270064,-99.75645095,51.0,0.8277876968,10.01
3409,34.96517499,-100.8140093,26.0,2.001539646,7.15
3410,27.68184592,-98.50864568,73.0,1.708401591,13.79
3411,32.32743996,-98.83243566,118.0,3.523439833,6.76
3412,31.86898877,-102.5429428,,1.684596975,3.9
3413,29.98202582,-100.304252,11.0,1.913043478,6.21
3414,31.76980765,-106.2363275,,1.534180702,13.02
3415,32.34894117,-96.79371841,,1.070234114,7.8
3416,32.23602653,-98.21773417,127.0,1.296182894,9.6
3417,31.25350609,-96.93630086,68.0,1.542649728,9.78
3418,33.59564294,-96.10751083,193.0,2.42036619,8.15
3419,29.87788372,-96.92076062,116.0,2.141406683,8.97
3420,32.74281316,-100.4019302,26.0,3.636363636,5.32
3421,34.07227468,-101.3031546,49.0,2.129508909,7.25
3422,33.97308618,-99.7767797,11.0,4.453441296,5.68
3423,29.52704478,-95.77219463,,0.5087968183,11.43
3424,33.17653242,-95.21917243,46.0,1.765157329,8.73
3425,31.70422788,-96.15072516,85.0,2.0,10.9
3426,28.86751206,-99.10804207,95.0,1.436347142,9.49
3427,32.74055318,-102.6353295,83.0,3.488860866,6.96
3428,29.40167322,-94.90469073,,0.7568799537,12.62
3429,33.17969345,-101.2984114,30.0,2.03942896,7.59
3430,30.31824095,-98.94676915,117.0,1.902129735,8.49
3431,31.86942909,-101.5207776,3.0,1.339285714,5.47
3432,28.65696592,-97.42760647,33.0,2.168199737,12.82
3433,29.45634206,-97.49424032,106.0,2.002645003,9.55
3434,35.40081878,-100.8129222,133.0,1.918915019,9.79
3435,33.62744998,-96.67753461,,2.144780713,8.25
3436,32.47940482,-94.81591935,,2.720549392,12.15
3437,30.54579585,-95.98902499,125.0,1.258558196,10.43
3438,29.58165339,-97.94786822,,0.9342883837,10.07
3439,34.07044901,-101.8268114,,3.035085589,5.93
3440,34.5307555,-100.6813852,24.0,1.880877743,7.94
3441,31.70470573,-98.11083887,36.0,1.716738197,8.22
3442,36.27743284,-101.3545796,30.0,1.321585903,8.59
3443,34.28944521,-99.74632408,21.0,3.32278481,6.08
3444,30.33364686,-94.38931817,,1.777530898,12.25
3445,29.85864939,-95.39339521,,0.9183879756,12.05
3446,32.54935988,-94.36934071,,1.521402785,12.85
3447,35.84008013,-102.6029022,3.0,0.2010723861,9.21
3448,33.17823584,-99.73037358,40.0,3.766478343,7.25
3449,30.05669873,-98.02944344,,0.7199320572,9.4
3450,35.83764858,-100.2703577,8.0,0.5606166783,7.75
3451,32.21128872,-95.85846587,,2.420825734,7.94
3452,26.39418217,-98.18299696,,1.550083617,16.08
3453,31.99045053,-97.13423143,,2.037538894,11.2
3454,33.60771256,-102.3431676,168.0,1.823510257,7.44
3455,32.42990927,-97.83242024,,1.96237103,8.11
3456,33.14875072,-95.56351139,189.0,2.218830711,7.07
3457,31.31925973,-95.42226208,116.0,2.374616172,8.99
3458,32.30621324,-101.4356444,191.0,2.454066555,3.78
3459,31.45628381,-105.388178,18.0,1.554404145,13.84
3460,33.12351514,-96.08551032,,1.940337224,9.49
3461,35.84006574,-101.3546643,146.0,1.945888311,7.92
3462,31.30375559,-100.982439,3.0,0.5084745763,4.84
3463,33.23377248,-98.17283469,31.0,1.885644769,5.92
3464,28.95472367,-96.57749563,61.0,1.57257025,11.33
3465,30.74685667,-94.02667579,200.0,2.501250625,11.03
3466,30.71490589,-104.1399973,10.0,3.649635036,13.05
3467,29.8832777,-94.16434171,,1.415117278,13.3
3468,27.04453923,-98.6968187,22.0,0.5902870942,16.63
3469,27.73103938,-98.0904705,,1.62022035,11.06
3470,32.37877812,-97.36615819,,1.505405775,8.29
3471,32.73997145,-99.87861576,96.0,1.825789273,7.55
3472,28.90705334,-97.85960149,75.0,1.177578898,10.85
3473,32.5991417,-96.28734728,,1.322365432,7.43
3474,29.94414155,-98.7113588,131.0,1.35568664,9.34
3475,26.92601662,-97.66413984,2.0,1.960784314,18.01
3476,33.18104136,-100.7780939,4.0,1.818181818,7.16
3477,30.06040006,-99.34930144,200.0,1.840773125,7.97
3478,30.48678918,-99.74856473,15.0,1.661129568,7.81
3479,33.61643847,-100.2558057,0.0,0.0,6.84
3480,29.34967888,-100.4186638,13.0,1.583434836,9.4
3481,27.42435506,-97.69894948,153.0,1.688741722,14.0
3482,33.60519951,-99.7422906,25.0,4.098360656,7.64
3483,28.34453111,-99.09908775,50.0,1.9462826,12.1
3484,33.66981763,-95.57404777,,2.337485071,9.53
3485,34.06859623,-102.3516289,127.0,2.515349574,7.75
3486,31.19531316,-98.24206613,93.0,1.482780612,8.9
3487,29.38508402,-96.93186692,123.0,2.551337897,11.82
3488,30.31120597,-96.97045773,63.0,1.229508197,8.95
3489,31.29872538,-95.9936328,95.0,2.252786341,11.12
3490,30.15152688,-94.81205615,,1.90068572,12.86
3491,31.5454767,-96.58095444,134.0,2.239304813,8.53
3492,36.27783108,-100.2733151,17.0,2.111801242,7.55
3493,28.35101362,-98.1246786,42.0,1.762484264,10.26
3494,30.70645047,-98.68475262,100.0,2.004811548,10.05
3495,31.84947612,-103.5818571,1.0,0.2617801047,5.87
3496,33.61008596,-101.8204789,,1.238805701,6.06
3497,33.17657705,-101.8162849,41.0,2.437574316,6.2
3498,30.96694679,-95.93003775,59.0,1.40375922,11.34
3499,32.79868409,-94.3566123,61.0,3.05,13.21
3500,32.30600051,-101.9513518,26.0,1.888162672,7.01
3501,30.71780434,-99.22629416,13.0,1.279527559,6.27
3502,28.81955746,-96.01230294,185.0,1.82788262,13.5
3503,28.7429195,-100.3157686,,1.996225624,11.14
3504,31.1925468,-99.34682807,50.0,2.783964365,6.12
3505,31.55255453,-97.20217694,,1.295813839,9.01
3506,28.35251708,-98.56769164,9.0,4.945054945,12.15
3507,29.3557301,-99.11030298,,1.763919077,10.44
3508,30.88990665,-99.8204794,12.0,1.926163724,6.28
3509,31.86904128,-102.0315682,,1.083930203,3.13
3510,30.7858183,-96.97718698,107.0,1.821896816,9.03
3511,31.49557106,-98.59272068,37.0,2.316844083,7.29
3512,32.30623474,-100.9212058,51.0,2.440191388,7.74
3513,33.67521893,-97.72500958,133.0,2.543021033,7.09
3514,30.30079133,-95.50572772,,0.8024054371,10.15
3515,35.83769242,-101.8930281,115.0,1.834130781,6.36
3516,33.11304005,-94.73255695,75.0,2.538071066,8.99
3517,34.07408766,-100.779722,13.0,4.07523511,8.13
3518,31.62017125,-94.61803994,,1.858224363,9.9
3519,32.04620681,-96.47428766,,1.644667184,7.98
3520,30.78548982,-93.74408813,63.0,3.682057276,11.12
3521,32.30365282,-100.4060208,104.0,3.003176437,4.85
3522,27.736286,-97.5433285,,1.34133098,12.58
3523,36.27829105,-100.8158184,49.0,1.85395384,7.95
3524,35.40425596,-102.6027606,6.0,0.9538950715,8.45
3525,30.11879481,-93.89412775,,2.21265046,13.0
3526,32.75310985,-98.31319001,158.0,1.994445847,8.12
3527,32.1639596,-94.30552481,134.0,2.470957035,14.14
3528,32.77757172,-97.80500621,,1.210306477,7.95
3529,34.52993409,-102.7844668,53.0,2.003780718,9.1
3530,30.78097267,-102.7241261,72.0,2.02759786,8.62
3531,30.79472531,-94.8276624,,2.881781465,9.13
3532,35.40133773,-101.893964,,1.819974035,8.64
3533,29.99954402,-104.2408079,41.0,3.425229741,12.39
3534,32.87109387,-95.79232691,60.0,2.699055331,7.6
3535,34.96585996,-101.8971322,,1.718596705,7.64
3536,31.36607041,-101.5232659,16.0,1.668404588,5.06
3537,29.83321503,-99.82018052,25.0,2.525252525,5.83
3538,33.61886692,-95.04841765,71.0,2.608376194,11.46
3539,31.32323325,-103.6903896,76.0,1.392706615,3.67
3540,28.3238976,-97.15766311,39.0,1.744966443,12.73
3541,35.83809685,-100.813175,2.0,1.030927835,10.08
3542,31.02539637,-96.51272246,79.0,1.507921359,10.72
